Artist,Album,# Items,Total Time
Moneybagg Yo,A Gangsta's Pain,22,51:30:00
Moneybagg Yo,RESET,15,43:45:00
Moneybagg Yo,Rookie of the Year - Single,1,2:00
Moneybagg Yo,Time Served (Deluxe),22,1:01:38
Moneybagg Yo,43VA HEARTLESS,14,40:27:00
Mos Def,Black On Both Sides,17,1:11:36
Mos Def,True Magic,14,52:32:00
Moving Units,Collision with Joy Division,10,33:36:00
Moving Units,Damage with Care,10,33:24:00
Moving Units,Dangerous Dreams,12,42:52:00
Moving Units,Hexes for Exes,11,40:38:00
Moving Units,Moving Units - EP,4,14:38
Moving Units,Neurotic Exotic,10,39:57:00
Moving Units,Tension War,6,26:08:00
Artist,Album,# Items,Total Time
Moving Units,This Is Six,8,30:36:00
Mr. Shadow,Can't Hide From Shadow,12,46:41:00
Mr. Shadow,Expekt The Unexpekted (2000),14,52:50:00
Mr. Shadow,Till I Die,16,1:06:12
Mr. Shadow,13 (2001),10,35:24:00
Ms Mr,Candy Bar Creep Show (EP),4,14:08
MS MR,Fantasy (Kele From Bloc Party Remix),1,5:57
Ms Mr,Ghost City USA (EP),4,15:48
MS MR,Secondhand Rapture,12,41:29:00
Mumford & Sons,Babel,15,1:03:42
Mumford & Sons,Delta,14,1:01:55
Mumford & Sons,Mumford & Sons - EP,4,15:55
Mumford & Sons,Sigh No More,12,48:41:00
Mumford & Sons,Wilder Mind,12,48:42:00
Murphy Lee,Murphy's Law,19,1:09:20
Mustard,Cold Summer,13,46:13:00
Mustard,Perfect Ten,10,32:14:00
My Chemical Romance,The Black Parade (Deluxe Version),17,1:02:20
My Chemical Romance,Dreams of Stabbing and/or Being Stabbed,4,14:46
My Chemical Romance,Headfirst for Halos,2,6:38
My Chemical Romance,Life On the Murder Scene,11,35:24:00
My Chemical Romance,May Death Never Stop You (Deluxe Version),19,1:13:23
My Chemical Romance,Number Five - Single,2,7:45
My Chemical Romance,Number Four - Single,2,6:51
My Chemical Romance,Number One - Single,2,6:12
My Chemical Romance,Number Three - Single,2,10:07
My Chemical Romance,Number Two - Single,2,7:32
My Chemical Romance,Three Cheers for Sweet Revenge,13,39:36:00
My Chemical Romance,¡Venganza!,9,38:58:00
My Chemical Romance,Welcome to the Black Parade (Steve Aoki 10th A…,1,3:30
Mystikal,Ghetto Fabulous,16,59:54:00
Mystikal,Let's Get Ready,18,1:17:41
Mystikal,Mind Of Mystikal,15,1:05:34
Artist,Album,# Items,Total Time
Mystikal,Tarantula,14,57:14:00
Mystikal,Unpredictable,17,1:09:47
N.A.S.A.,Hide (Tropkillaz Remix) (feat. Childish Gambino…,1,3:22
N.E.R.D,Fly or Die,12,55:01:00
N.E.R.D,In Search Of...,12,53:57:00
N.E.R.D,No One Ever Really Dies,11,51:18:00
N.E.R.D,Nothing (Deluxe Version),15,56:03:00
N.E.R.D,Painful / Promise - Single,2,11:08
N.E.R.D,Seeing Sounds,13,54:33:00
N.E.R.D,She Wants To Move - Single,2,7:13
N.E.R.D,Squeeze Me (Music from the Spongebob Movie…,1,2:35
N.O.R.E.,"Good Money (feat. Mack Wilds, Tweez, Cityboy…",1,4:04
N.W.A.,Efil4zaggin,18,55:40:00
N.W.A.,N.W.A And The Posse,11,46:55:00
N.W.A.,Straight Outta Compton,13,1:00:25
N.W.A.,100 Miles And Runnin',5,23:21
Nas,Fallen Stars Flying (Original Song From Betwee…,1,3:01
Nas,God's Son,17,1:06:19
Nas,I Am...,16,1:04:53
Nas,Illmatic,10,39:59:00
Nas,It Was Written,15,1:02:17
Nas,NASIR,7,26:33:00
Nas,Nastradamus,15,1:07:42
Nas,Nasty Nas (91 Demo Tape),11,41:56:00
Nas,Stillmatic Limited Edition,20,1:10:19
Nas,Street's Disciple (Explicit Version),25,1:27:46
Nas,You Owe Me - Single,1,4:49
Nate Dogg,"G Funk Classics, Vol. 1 & 2",31,2:15:39
Nate Dogg,Ghetto Preacher,16,1:08:21
Nate Dogg,Music & Me,16,1:03:40
Nate Dogg,Nate Dogg,17,1:04:01
Nathan Sykes,Over and Over Again (feat. Ariana Grande) - Single,1,4:10
NAV,Bad Habits,16,47:41:00
Artist,Album,# Items,Total Time
NAV,Emergency Tsunami (Bonus Version),16,38:48:00
NAV,Good Intentions,18,49:56:00
NAV,Good Intentions (Brown Boy 2 Deluxe Version),32,1:27:43
NAV,Nav,11,33:51:00
NAV,Perfect Timing,15,55:27:00
NAV,RECKLESS,12,40:08:00
Ne-Yo,Don't Give A Dam (EDM) - Single,1,4:08
Ne-Yo,GOOD MAN (Deluxe),20,1:07:59
Ne-Yo,In My Own Words,14,52:53:00
Ne-Yo,Money Can’t Buy (feat. Jeezy) - Single,1,4:15
Ne-Yo,Non-Fiction (Deluxe),21,1:15:27
The Neighbourhood,Chip Chrome & The Mono-Tones (Deluxe),15,46:52:00
The Neighbourhood,I Love You.,11,45:56:00
The Neighbourhood,I'm Sorry... (ЕP),5,17:52
The Neighbourhood,#Icanteven (feat. French Montana) - Single,1,3:54
The Neighbourhood,The Love Collection (ЕP),3,12:23
The Neighbourhood,Wiped Out!,11,45:23:00
The Neighbourhood,#000000 & #FFFFFF,18,55:05:00
Nelly,Brass Knuckles,16,1:04:43
Nelly,Country Grammar (Deluxe Edition),21,1:25:00
Nelly,Die a Happy Man - Single,1,3:35
Nelly,Lil Bit - Single,1,3:16
Nelly,M.O. (Deluxe Edition),16,1:00:01
Nelly,Nellyville,20,1:19:38
Nelly,Party People (feat. Fergie) - Single,1,4:02
Nelly,Suit,13,57:31:00
Nelly,Sweat,14,1:01:58
Nelly,The Fix (Balkan Beat Box Remix) [feat. Jeremih]…,1,2:49
Nelly,The Fix (feat. Jeremih) - Single,1,2:53
Nelly,Who's The Boss,11,45:27:00
Nelly,5.0 (Deluxe Version),16,1:02:44
Nelly Furtado,Folklore,12,50:31:00
Nelly Furtado,Loose,17,58:51:00
Artist,Album,# Items,Total Time
Nelly Furtado,Mi Plan,12,43:43:00
Nelly Furtado,The Ride,12,45:44:00
Nelly Furtado,The Spirit Indestructible (Deluxe Version),21,1:25:40
Nelly Furtado,"Whoa, Nelly! (Special Edition)",17,1:12:21
Neon Bunny,Seoulight,8,24:55:00
Neon Bunny,Stay Gold,9,35:00:00
Neon Bunny,말해줘요_Tell Me - Single,1,3:38
Neon Hitch,Anarchy,14,49:17:00
Neon Hitch,F**k U Betta - Single,1,3:23
Neon Hitch,Problem - Single,1,3:40
Neon Hitch,Sparks - Single,1,4:00
Neon Hitch,Wall St - Single,1,3:17
Neon Indian,Era Extraña,12,42:13:00
Neon Trees,Pop Psychology,11,39:29:00
Neon Trees,Sleeping With A Friend - Single,1,3:49
The Neptunes,The Neptunes Present... Clones,18,1:03:34
NF,CLOUDS (THE MIXTAPE),11,42:26:00
NF,Mansion,12,48:12:00
NF,Perception,16,1:01:45
NF,The Search,20,1:16:10
Nick Cannon,Looking For A Dream - Single,1,3:53
Nick Cannon,White People Party Music,17,1:01:06
Nick Jonas,Chains - Single,1,3:23
Nick Jonas,Jealous - Single,1,3:42
Nick Jonas,Levels - Single,1,2:48
Nick Jonas,Levels (Steven Redant Remix) - Single,2,9:51
Nick Jonas,Nick Jonas X2,21,1:13:27
Nick Jonas,Spaceman (Deluxe),16,52:37:00
Nicki Minaj,Beam Me Up Scotty,23,1:17:26
Nicki Minaj,Bed Of Lies (feat. Skylar Grey) - Single,1,4:30
Nicki Minaj,Changed It - Single,1,4:56
Nicki Minaj,Massive Attack (feat. Sean Garrett) - Single,1,3:17
Nicki Minaj,MEGATRON - Single,1,3:11
Artist,Album,# Items,Total Time
Nicki Minaj,No Frauds - Single,1,4:32
Nicki Minaj,"Only (feat. Drake, Lil' Wayne & Chris Brown) - Si…",1,5:12
Nicki Minaj,Pills N Potions - Single,1,4:29
Nicki Minaj,Pink Friday (Deluxe Version),18,1:08:45
Nicki Minaj,Pink Friday: Roman Reloaded (Deluxe Edition),23,1:40:24
Nicki Minaj,The Pinkprint (Deluxe Edition),23,1:31:34
Nicki Minaj,Playtime Is Over,20,55:00:00
Nicki Minaj,Queen (Deluxe Edition),20,1:10:28
Nicki Minaj,Regret In Your Tears - Single,1,3:50
Nicki Minaj,Sucka Free,23,57:14:00
Nicole Scherzinger,Big Fat Lie (Deluxe Edition),14,55:10:00
Nicole Scherzinger,Your Love (Remix) - EP,5,22:09
Nipsey Hussle,Be Here For A While (feat. Vernardo) - Single,1,4:35
Nipsey Hussle,Crenshaw,21,1:25:34
Nirvana,Bleach,25,1:16:37
Nirvana,In Utero (20th Anniversary) [Remastered],12,41:31:00
Nirvana,Incesticide,15,44:41:00
Nirvana,Nevermind (Remastered),13,49:15:00
Nirvana,Nirvana,15,54:17:00
No Vacation,Amo XO,8,13:48
No Vacation,Summer Break Mixtape,3,8:36
Noah Cyrus,Again (Acoustic Version) - Single,1,2:34
Noah Cyrus,Again (feat. XXXTENTACION) - Single,1,3:14
Noah Cyrus,Again (feat. XXXTENTACION) [Alan Walker Re…,1,2:45
Noah Cyrus,All Falls Down (Remixes) - EP,6,18:57
Noah Cyrus,Almost Famous - Single,1,3:32
Noah Cyrus,THE END OF EVERYTHING,8,24:01:00
Noah Cyrus,Good Cry - EP,6,19:44
Noah Cyrus,I'm Stuck - Single,1,3:08
Noah Cyrus,It's Beginning to Look a Lot Like Christmas - Single,1,2:59
Noah Cyrus,Lately - Single,1,3:14
Noah Cyrus,Live or Die - Single,1,3:14
Noah Cyrus,Mad at You - Single,1,3:47
Artist,Album,# Items,Total Time
Noah Cyrus,Make Me (Cry) [feat. Labrinth] - Single,1,4:02
Noah Cyrus,Make Me (Cry) [feat. Labrinth] [Acoustic Version]…,1,3:53
Noah Cyrus,My Way - Single,1,2:52
Noah Cyrus,My Way (Acoustic) - Single,1,2:23
Noah Cyrus,My Way (Remixes) - Single,2,8:34
Noah Cyrus,Slow (feat. Noah Cyrus) - Single,1,3:20
Noah Cyrus,Slow (feat. Noah Cyrus) [R3HAB Remix] - Single,1,2:40
Noah Cyrus,Slow (feat. Noah Cyrus) [Remixes] - Single,3,9:09
Noah Cyrus,Stay Together - Single,1,3:13
Noah Cyrus,Stay Together (Hit-Boy Remix) - Single,1,3:31
Noah Cyrus,Team - Single,1,3:35
Noah Cyrus,Team (Remixes) - EP,4,13:14
Noah Cyrus,We Are... (feat. MØ) - Single,1,3:18
"nothing,nowhere.",Trauma Factory,1,2:49
The Notorious B.I.G.,Born Again,18,1:15:27
The Notorious B.I.G.,Duets - The Final Chapter,22,1:13:31
The Notorious B.I.G.,Life After Death CD1 [by Hillside],12,49:57:00
The Notorious B.I.G.,Life After Death CD2 [by Hillside],12,59:31:00
The Notorious B.I.G.,Ready To Die,19,1:17:03
O.T. Genasis,Do It (feat. Lil Wayne) - Single,1,3:05
Shaquille O'Neal,Respect,18,1:03:58
Obie Trice,The Bar Is Open,22,46:43:00
Obie Trice,Bottoms Up,16,1:02:13
Obie Trice,Cheers,19,1:19:52
Obie Trice,The Fifth,14,49:41:00
Obie Trice,Hang Over,1,3:21
Obie Trice,The Hangover,14,48:42:00
Obie Trice,Second Round's On Me,18,1:02:27
Obie Trice,Snitch (feat. Akon) - Single,1,3:58
Obie Trice,Special Reserve,11,35:20:00
Of Mice & Men,Bloom - Single,3,12:30
Of Monsters and Men,Beneath the Skin (Deluxe),15,1:05:40
Of Monsters and Men,FEVER DREAM,11,40:34:00
Artist,Album,# Items,Total Time
Of Monsters And Men,My Head Is An Animal,11,59:43:00
Offset,Father Of 4,16,57:14:00
The Offspring,Let The Bad Times Roll,12,33:27:00
Oh Wonder,Oh Wonder,15,52:23:00
Ol' Dirty Bastard,The Definitive Ol' Dirty Bastard Story,16,1:03:19
Ol' Dirty Bastard,Nigga Please,13,47:43:00
Ol' Dirty Bastard,A Son Unique,13,44:30:00
Olivia,Twist It (feat. Lloyd Banks) - Single,1,3:25
Olivia Rodrigo,drivers license - Single,1,4:02
Olivia Rodrigo,*O*R,1,3:36
Olivia Rodrigo,SOUR,11,34:46:00
Omarion,I'm Up (feat. Kid Ink & French Montana) - Single,1,3:21
Omarion,Post To Be (feat. Chris Brown & Jhene Aiko) - Si…,1,3:47
Omarion,Sex Playlist,13,48:19:00
One Direction,Perfect - EP,4,13:59
One Direction,Steal My Girl - Single,2,9:09
One Direction,You & I - Single,1,3:58
Orgy,The Spectrum - Single,1,4:22
OutKast,"Big Boi & Dre Present, Outkast",16,1:13:09
Outkast,Even In Darkness,14,58:41:00
OutKast,Idlewild,25,1:18:04
OutKast,Southern Slang,14,40:05:00
OutKast,Southernplayalisticadillacmuzik,17,1:04:32
Outkast,Speakerboxxx / The Love Below,40,2:15:02
Outkast,Stankonia (Deluxe Version),30,1:38:05
Outlawz,Karma (feat. Snoop Dogg) - Single,1,5:20
Owl City,All Things Bright and Beautiful (Bonus Track Ver…,15,52:51:00
Owl City,Cinematic,18,1:13:29
Owl City,Maybe I'm Dreaming,10,40:46:00
Owl City,The Midsummer Station,12,44:19:00
Owl City,Mobile Orchestra,13,44:02:00
Owl City,Ocean Eyes,15,56:38:00
Owl City,Of June,7,26:02:00
Artist,Album,# Items,Total Time
Owl City,Ultraviolet - EP,4,14:31
P!nk,All I Know So Far: Setlist,16,1:09:07
P!nk,Beautiful Trauma,13,51:12:00
P!nk,Funhouse (Deluxe Version),14,51:53:00
P!nk,Hurts 2B Human,13,47:03:00
P!nk,I'm Not Dead,16,1:01:12
P!nk,M!ssundaztood,16,1:05:03
P!nk,The Truth About Love,17,1:07:13
P!nk,Try - Single,2,7:55
P!nk,Try This,15,55:52:00
P!nk,You+Me - Single,1,3:12
Pale Waves,My Mind Makes Noises,14,50:18:00
Panic! At the Disco,Death Of A Bachelor,11,36:06:00
Panic! At the Disco,A Fever You Can't Sweat Out,13,39:49:00
Panic! At the Disco,Hallelujah - Single,1,3:00
Panic! At the Disco,Pray For The Wicked,11,34:18:00
Panic! At the Disco,Pretty. Odd. (Deluxe Version),17,53:40:00
Panic! At the Disco,"Too Weird To Live, Too Rare To Die!",10,32:37:00
Panic! At the Disco,Vices & Virtues (Deluxe Version),12,43:43:00
Panic! At the Disco,Victorious - Single,1,2:59
Papa Roach,Infest,11,45:59:00
Paramore,After Laughter,12,42:38:00
Paramore,All We Know Is Falling (Deluxe Version),12,42:17:00
Paramore,Brand New Eyes,11,40:17:00
Paramore,Paramore,17,1:04:00
Paramore,Riot! (Deluxe Version),12,41:58:00
Paris Hilton,Come Alive - Single,1,4:17
Paris Hilton,High Off My Love - Single,1,3:19
Paris Texas,BOY ANONYMOUS,8,21:54
Party Favor,Booty Loose (feat. Fly Boi Keno) - Single,1,2:31
PARTYNEXTDOOR,COLOURS 2 - EP,4,17:39
PARTYNEXTDOOR,PARTYNEXTDOOR 3 (P3),16,1:05:52
PARTYNEXTDOOR,PARTYNEXTDOOR TWO,2,8:48
Artist,Album,# Items,Total Time
PARTYNEXTDOOR,Seven Days,7,28:36:00
Paul Wall,#Checkseason,11,34:48:00
Paul Wall,Chick Magnet,13,53:14:00
Paul Wall,Fast Life,13,54:36:00
Paul Wall,"Get Money, Stay True",17,1:11:42
Paul Wall,Heart Of A Champion,16,1:06:08
Paul Wall,Houston Oiler,16,54:50:00
Paul Wall,Mind Over Matter,13,37:42:00
Paul Wall,Po Up Poet,14,52:26:00
Paul Wall,slab god,17,1:00:15
Paul Wall,Subculture,11,33:25:00
Peach Pit,You and Your Friends (Deluxe),15,53:13:00
Peach Tree Rascals,Camp Nowhere,8,22:15
Peach Tree Rascals,I'm Sorry - Single,1,2:45
Peach Tree Rascals,Mango - Single,1,3:14
Peach Tree Rascals,Mariposa,1,3:30
Peach Tree Rascals,Mariposa - Single,2,7:07
Peewee Longway,The Blue M&M 3,15,46:22:00
Pet Shop Boys,Hotspot,10,42:19:00
Petey Pablo,Diary of a Sinner: 1st Entry,19,1:16:21
Petey Pablo,Freek-A-Leek - Single,1,3:56
Petey Pablo,Still Writing In My Diary: 2nd Entry,17,1:11:27
Pharoahe Monch,Desire,17,54:46:00
Pharoahe Monch,Internal Affairs,15,53:30:00
Pharoahe Monch,PTSD - Post Traumatic Stress Disorder,17,47:45:00
Pharoahe Monch,Rap Life - Single,1,2:54
Pharoahe Monch,W.A.R. (We Are Renegades),13,47:42:00
Pharrell Williams,Despicable Me (Original Motion Picture Soundtr…,10,35:05:00
Pharrell Williams,Despicable Me 2 (Original Motion Picture Soundt…,24,1:01:35
Pharrell Williams,Despicable Me 3 (Original Motion Picture Soundt…,16,51:22:00
Pharrell Williams,Entrepreneur (feat. JAY-Z) - Single,1,4:19
Pharrell Williams,G I R L,10,47:00:00
Pharrell Williams,Happy (Oktoberfest Mix) - Single,1,3:51
Artist,Album,# Items,Total Time
Pharrell Williams,In My Mind,15,1:04:25
Pharrell Williams,In My Mind: The Prequel,22,57:35:00
Pharrell Williams,Letter To My Godfather (from the Black Godfathe…,1,5:36
Pharrell Williams,Sangria Wine - Single,1,3:23
Philthy Rich,East Oakland Legend (Deluxe Version),14,38:16:00
Philthy Rich,Real Hate,18,49:01:00
Philthy Rich,Real Niggas Back in Style,19,1:15:45
Pia Mia,Bitter Love - Single,1,3:38
Pia Mia,Bubblegum Boy - Single,1,3:11
Pia Mia,Crybaby (feat. Theron Theron) - Single,1,3:42
Pia Mia,Do It Again (feat. Chris Brown & Tyga) - Single,1,3:28
Pia Mia,F**k With U (feat. G-Eazy) - Single,1,3:14
Pia Mia,Feel Up - Single,1,2:39
Pia Mia,The Gift - EP,6,20:32
Pia Mia,HOT  (feat. Sean Paul) [Remix] - Single,1,3:25
Pia Mia,HOT - Single,1,2:35
Pia Mia,I'm a Fan (feat. Jeremih) - Single,1,2:43
Pia Mia,The Last Man On Earth - Single,1,4:26
Pia Mia,Off My Feet - Single,1,2:51
Pia Mia,On & On (feat. S.Y.P.H.) - Single,1,3:24
Pia Mia,Princess - Single,1,2:21
Pia Mia,Red Love - Single,1,3:25
Pia Mia,Shotgun Love - Single,1,2:51
Pia Mia,Touch - Single,1,3:26
Pia Mia,We Should Be Together - Single,1,3:44
Pia Mia,What a Girl Wants - Single,1,3:06
Pimp C,Long Live The Pimp,16,53:40:00
PIMP C,The Naked Soul Of Sweat Jones,13,59:00:00
Pimp C,Pimpalation,17,1:09:52
Pimp C,Still Pimping,13,50:17:00
Pimp C,The Sweet James Jones Stories,14,1:01:06
Pimp C,What Up - Single,1,4:24
Pitbull,"Bad Man (feat. Robin Thicke, Joe Perry & Travis…",1,3:35
Artist,Album,# Items,Total Time
Pitbull,Baddest Girl in Town (feat. Mohombi & Wisin) - S…,1,3:04
Pitbull,Baddest Girl in Town (International Remix) [feat.…,1,3:04
Pitbull,Dale,12,44:12:00
Pitbull,El Taxi (feat. Lil Jon & Osmani Garcia) [Spanglis…,1,3:49
Pitbull,FREE.K - Single,1,3:49
Pitbull,Freedom - Single,1,2:55
Pitbull,Global Warming: Meltdown (Deluxe Edition),5,16:46
Pitbull,Globalization,11,38:52:00
Pitbull,Piensas (Dile la Verdad) [Remix] [feat. Shaggy &…,1,3:48
Pitbull,Wild Wild Love (feat. G.R.L.) - Single,1,3:22
Playaz Circle,Supply & Demand,11,43:57:00
Playboi Carti,Playboi Carti,15,46:56:00
Playboi Carti,Whole Lotta Red,24,1:03:14
Plies,Find You (feat. Lil Wayne & K Camp) - Single,1,4:11
PnB Rock,Catch These Vibes,18,1:01:13
PnB Rock,Fendi (feat. Nicki Minaj & Murda Beatz) - Single,1,3:01
PnB Rock,Forever Never (feat. Swae Lee & Pink Sweat$) -…,1,3:01
PnB Rock,GTTM: Goin Thru the Motions,14,51:37:00
PnB Rock,I Like Girls (feat. Lil Skies) - Single,1,2:33
PnB Rock,"Money, Hoes & Flows",12,42:29:00
PnB Rock,Need Somebody - Single,1,2:35
PnB Rock,Real N*gga Bangaz,21,1:10:31
PnB Rock,RNB 2,21,1:18:10
PnB Rock,RNB3,13,40:57:00
PnB Rock,Rose Gold (feat. King Von) - Single,1,3:12
PnB Rock,TrapStar Turnt PopStar (Deluxe),23,1:08:34
Polo G,Die a Legend,14,41:13:00
Polo G,THE GOAT,16,47:10:00
Polo G,Hall of Fame,20,54:13:00
Polo G,RAPSTAR - Single,1,2:46
Pooh Shiesty,Shiesty Season - Spring Deluxe,21,1:00:54
POORSTACY,The Breakfast Club (Deluxe Edition),16,40:18:00
POORSTACY,Choose Life (feat. Travis Barker) - Single,1,2:09
Artist,Album,# Items,Total Time
POORSTACY,Hills Have Eyes - Single,1,2:11
POORSTACY,I Can't Sleep (feat. iann dior) - Single,1,3:23
POORSTACY,I Don't Care - EP,6,15:35
POORSTACY,Nothing Left - Single,1,2:02
POORSTACY,Party At The Cemetery,14,29:41:00
Pop Smoke,Faith (Deluxe),24,1:07:50
Pop Smoke,Meet The Woo 2 (Deluxe),16,45:07:00
Pop Smoke,Shoot for the Stars Aim for the Moon (Deluxe),34,1:41:42
Post Malone,beerbongs & bentleys,18,1:04:14
Post Malone,Hollywood's Bleeding,17,51:04:00
Post Malone,Motley Crew - Single,1,3:04
Post Malone,Stoney (Deluxe),18,1:08:23
Powfu,Death Bed (feat. beabadoobee) - Single,1,2:53
Powfu,drinking under the streetlights - EP,4,11:26
Powfu,poems of the past - EP,6,17:06
Powfu,some boring love stories pt 5,7,18:44
Powfu,"Some Boring, Love Stories - EP",5,16:00
Powfu,"Some Boring, Love Stories, Pt. 2",2,6:46
Powfu,"Some Boring, Love Stories, Pt. 3",4,11:35
Powfu,"Some Boring, Love Stories, Pt. 4",3,7:57
Prep School,Come as You Are - Single,1,3:15
The Pretty Reckless,Death by Rock and Roll,12,50:23:00
PRETTYMUCH,Phases - EP,6,19:59
PRETTYMUCH,Smackables (Deluxe Edition),6,17:56
Prhyme,PRhyme,1,3:31
Prince,FALLINLOVE2NITE (feat. Zooey Deschanel) - Si…,1,3:18
Priyanka Chopra,I Can't Make You Love Me - Single,1,3:37
Problem,Understand Me - EP,8,23:20
Project Pat,Never Be a G (feat. Juicy J & Doe B) - Single,1,4:47
Project Pat,"Twerk It (feat. Ty Dolla $ign, Wiz Khalifa & Wale)…",1,3:48
Proof,Electric Coolaid Acid Testing,6,24:43:00
Proof,Grown Man Sh!t,23,1:01:30
Proof,I Miss The Hip Hop Shop,19,58:48:00
Artist,Album,# Items,Total Time
Proof,Searching for Jerry Garcia,20,1:06:25
PSY,Hangover (feat. Snoop Dogg) - Single,1,3:57
Puff Daddy,Big Homie (feat. Rick Ross & French Montana) -…,1,4:16
Puff Daddy,Finna Get Loose (feat. Pharrell Williams) - Single,1,4:00
Puff Daddy,Forever,19,1:13:57
Puff Daddy,I Want The Love (feat. Meek Mill) - Single,1,3:24
Puff Daddy,MMM,13,44:11:00
Puff Daddy,No Way Out,17,1:17:58
The Pussycat Dolls,PCD (NL Version),18,1:06:33
PVRIS,Hallucinations - EP,5,19:16
Quando Rondo,Still Taking Risks,18,46:04:00
Quavo,QUAVO HUNCHO,19,1:06:17
Queen,A Day At The Races,10,44:13:00
Queen,The Game,10,35:33:00
Queen,Hot Space,11,43:25:00
Queen,Innuendo,12,53:45:00
Queen,Jazz,13,44:45:00
Queen,A Kind of Magic,12,53:34:00
Queen,Made In Heaven,13,1:10:27
Queen,The Miracle,13,52:19:00
Queen,News of the World,11,39:21:00
Queen,A Night At The Opera,12,42:58:00
Queen,Queen,10,38:46:00
Queen,Queen II,11,40:33:00
Queen,Sheer Heart Attack,13,39:02:00
Queen,The Works,9,37:18:00
Quin NFN,QUINCHO,10,22:55
Quin NFN,4Nun,10,26:03:00
R. City,I'm That... (feat. 2 Chainz) - Single,1,3:20
R. Kelly,Backyard Party - Single,1,3:31
R. Kelly,Black Panties (Deluxe Edition),17,1:04:18
R. Kelly,Double Up,19,1:16:22
R. Kelly,Switch Up (feat. Lil Wayne & Jeremih) - Single,1,3:23
Artist,Album,# Items,Total Time
R. Kelly,The Buffet (Deluxe Version),18,1:09:16
R3hab,Revolution - Single,1,3:23
R3hab,Revolution (Audien Remix),1,4:26
RAC,BOY,18,47:40:00
RAC,Can't Forget You (feat. Chelsea Lankes) - Single,1,3:09
RAC,Cheap Sunglasses (feat. Matthew Koma) - Single,1,3:35
RAC,Don't Talk To - EP,4,17:33
RAC,Falling Hard (feat. Madi Diaz) - Single,1,2:50
RAC,Let Go (Arty X Krystal Klear Rework) [feat. Kele…,1,4:06
RAC,Magic Hour (feat. Little Boots) - Single,1,4:06
RAC,Never Let You Go (feat. Matthew Koma & Hilary…,1,3:44
RAC,"Strangers, Pt. I",7,22:48
RAC,"Strangers, Pt. II",9,36:16:00
Radical Something,Better Off (feat. Matisyahu) - Single,1,3:14
Radical Something,Cali Get Down - Single,1,3:32
Radical Something,"California, Pt. 2 - Single",1,3:29
Radical Something,Can't Stop Now - Single,1,3:16
Radical Something,Cheap Drink - Single,1,3:28
Radical Something,Cool Me Down - Single,1,2:59
Radical Something,Down South - Single,1,3:08
Radical Something,Long Way Home (DJ Big Red & Icebird Remix)  -…,1,3:33
Radical Something,Naked in Venice - Single,1,3:17
Radical Something,No Sweat,6,20:18
Radical Something,One Soul - Single,1,3:07
Radical Something,Paradise in You - Single,1,3:01
Radical Something,Ride It Out,13,42:39:00
Radical Something,Santa Barbara - Single,1,2:59
Radical Something,Start Livin' - Single,1,3:44
Radical Something,Step Right Up - Single,1,2:20
Radical Something,The Summer of Rad,13,41:26:00
Radical Something,Sun Down - Single,1,3:32
Radical Something,Superhero - Single,1,3:20
Radical Something,T-Shirt - Single,1,2:55
Artist,Album,# Items,Total Time
Radical Something,Tropical - Single,1,3:31
Radical Something,We Are Nothing,15,51:31:00
Radical Something,We Were Just Kids - Single,1,3:43
Radical Something,World of Mine - Single,1,2:47
Rae Sremmurd,SR3MM,27,1:41:40
Rae Sremmurd,SremmLife,11,45:37:00
Rae Sremmurd,SremmLife 2,14,55:48:00
Raekwon,Fly International Luxurious Art,13,43:11:00
Raekwon,Wall To Wall feat. French Montana & Busta Rhy…,1,5:02
Rag'n'Bone Man,Human (Deluxe),19,1:05:01
Rag'n'Bone Man,Life By Misadventure,15,54:13:00
Rag'n'Bone Man,Wolves,9,29:30:00
Rappin' 4-Tay,Don't Fight The Feelin',16,1:06:55
Rappin' 4-Tay,Off Parole,16,1:12:18
Rappin' 4-Tay,4 Tha Hard Way,20,1:13:54
Ray J,Brown Sugar (feat. Lil Wayne) - Single,1,4:24
Clipse,Re-Up Gang: The Saga Continues,13,50:29:00
Red Hot Chili Peppers,Blood Sugar Sex Magik (Bonus Track Version),19,1:19:52
Red Hot Chili Peppers,By the Way,16,1:08:35
Red Hot Chili Peppers,Californication (Deluxe Edition),18,1:07:58
